year,event,bout,method,judge,score
2025,UFC on ESPN 65,Buday def. Satybaldiev,Unanimous,LETHABY,29 - 28
2025,UFC on ESPN 65,Buday def. Satybaldiev,Unanimous,WEEKS,29 - 28
2025,UFC on ESPN 65,Alencar def. Demopoulos,Unanimous,COLÓN,30 - 26
2025,UFC on ESPN 65,Alencar def. Demopoulos,Unanimous,D'AMATO,30 - 27
2025,UFC on ESPN 65,Alencar def. Demopoulos,Unanimous,LETHABY,30 - 27
2025,UFC on ESPN 64,Moreno def. Erceg,Unanimous,BELL,49 - 46
2025,UFC on ESPN 64,Moreno def. Erceg,Unanimous,D'AMATO,49 - 46
2025,UFC on ESPN 64,Moreno def. Erceg,Unanimous,LEE,49 - 46
2025,UFC on ESPN 64,Rosas Jr. def. Morales,Unanimous,COLÓN,29 - 28
2025,UFC on ESPN 64,Rosas Jr. def. Morales,Unanimous,D'AMATO,29 - 28
2025,UFC on ESPN 64,Rosas Jr. def. Morales,Unanimous,LEE,29 - 28
2025,UFC on ESPN 64,Borjas def. Rodriguez,Unanimous,COLÓN,30 - 27
2025,UFC on ESPN 64,Borjas def. Rodriguez,Unanimous,D'AMATO,30 - 27
2025,UFC on ESPN 64,Borjas def. Rodriguez,Unanimous,PUGA,29 - 28
2025,UFC on ESPN 64,Costa def. Rodriguez,Unanimous,JIMENEZ,29 - 28
2025,UFC on ESPN 64,Costa def. Rodriguez,Unanimous,LEE,29 - 28
2025,UFC on ESPN 64,Costa def. Rodriguez,Unanimous,TIRELLI,29 - 28
2025,UFC on ESPN 64,Godinez def. Polastri,Unanimous,BELL,29 - 28
2025,UFC on ESPN 64,Godinez def. Polastri,Unanimous,COLÓN,29 - 28
2025,UFC on ESPN 64,Godinez def. Polastri,Unanimous,PUGA,29 - 28
2025,UFC on ESPN 64,Garcia def. Pichel,Unanimous,BRAVO,30 - 27
2025,UFC on ESPN 64,Garcia def. Pichel,Unanimous,D'AMATO,29 - 28
2025,UFC on ESPN 64,Garcia def. Pichel,Unanimous,TIRELLI,30 - 27
2025,UFC on ESPN 64,Mederos def. Hubbard,Split,BELL,29 - 28
2025,UFC on ESPN 64,Mederos def. Hubbard,Split,D'AMATO,29 - 28
2025,UFC on ESPN 64,Mederos def. Hubbard,Split,JIMENEZ,28 - 29
2025,UFC on ESPN+ 113,Ulberg def. Blachowicz,Unanimous,CARTLIDGE,29 - 28
2025,UFC on ESPN+ 113,Ulberg def. Blachowicz,Unanimous,LETHABY,29 - 28
2025,UFC on ESPN+ 113,Ulberg def. Blachowicz,Unanimous,PAOLILLO,29 - 28
2025,UFC on ESPN+ 113,Holland def. Nelson,Unanimous,LETHABY,29 - 28
2025,UFC on ESPN+ 113,Holland def. Nelson,Unanimous,OHLSSON,29 - 28
2025,UFC on ESPN+ 113,Holland def. Nelson,Unanimous,RANSOM,29 - 28
2025,UFC on ESPN+ 113,Wood def. Charriere,Unanimous,LEE,30 - 27
2025,UFC on ESPN+ 113,Wood def. Charriere,Unanimous,OHLSSON,30 - 27
2025,UFC on ESPN+ 113,Wood def. Charriere,Unanimous,WERNER,30 - 27
2025,UFC on ESPN+ 113,Padilla def. Herbert,Split,OHLSSON,28 - 29
2025,UFC on ESPN+ 113,Padilla def. Herbert,Split,PAOLILLO,29 - 28
2025,UFC on ESPN+ 113,Padilla def. Herbert,Split,RANSOM,29 - 28
2025,UFC on ESPN+ 113,Kavanagh def. dos Santos,Unanimous,CARTLIDGE,29 - 28
2025,UFC on ESPN+ 113,Kavanagh def. dos Santos,Unanimous,LETHABY,29 - 28
2025,UFC on ESPN+ 113,Kavanagh def. dos Santos,Unanimous,WERNER,29 - 28
2025,UFC on ESPN+ 113,Tybura def. Parkin,Unanimous,LEE,29 - 28
2025,UFC on ESPN+ 113,Tybura def. Parkin,Unanimous,PAOLILLO,29 - 28
2025,UFC on ESPN+ 113,Tybura def. Parkin,Unanimous,RANSOM,29 - 28
2025,UFC on ESPN+ 113,Duncan def. Pulyaev,Unanimous,CARTLIDGE,30 - 27
2025,UFC on ESPN+ 113,Duncan def. Pulyaev,Unanimous,OHLSSON,30 - 26
2025,UFC on ESPN+ 113,Duncan def. Pulyaev,Unanimous,WERNER,30 - 27
2025,UFC on ESPN+ 113,Loughran def. Fletcher,Split,CARTLIDGE,29 - 28
2025,UFC on ESPN+ 113,Loughran def. Fletcher,Split,OHLSSON,28 - 29
2025,UFC on ESPN+ 113,Loughran def. Fletcher,Split,PAOLILLO,29 - 28
2025,UFC on ESPN+ 113,Fernandes def. Kutateladze,Unanimous,LETHABY,30 - 27
2025,UFC on ESPN+ 113,Fernandes def. Kutateladze,Unanimous,RANSOM,30 - 27
2025,UFC on ESPN+ 113,Fernandes def. Kutateladze,Unanimous,WERNER,30 - 27
2025,UFC on ESPN+ 112,Dolidze def. Vettori,Unanimous,BELL,49 - 46
2025,UFC on ESPN+ 112,Dolidze def. Vettori,Unanimous,CLEARY,49 - 46
2025,UFC on ESPN+ 112,Dolidze def. Vettori,Unanimous,D'AMATO,49 - 46
2025,UFC on ESPN+ 112,Hernandez def. Holobaugh,Unanimous,BELL,29 - 28
2025,UFC on ESPN+ 112,Hernandez def. Holobaugh,Unanimous,COLÓN,30 - 27
2025,UFC on ESPN+ 112,Hernandez def. Holobaugh,Unanimous,MINER,29 - 28
2025,UFC on ESPN+ 112,Su Young def. Cunningham,Unanimous,COLÓN,30 - 27
2025,UFC on ESPN+ 112,Su Young def. Cunningham,Unanimous,LEBEN,30 - 27
2025,UFC on ESPN+ 112,Su Young def. Cunningham,Unanimous,WEEKS,30 - 27
2025,UFC on ESPN+ 112,Hughes def. Luciano,Split,BELL,29 - 28
2025,UFC on ESPN+ 112,Hughes def. Luciano,Split,CLEARY,29 - 27
2025,UFC on ESPN+ 112,Hughes def. Luciano,Split,D'AMATO,28 - 29
2025,UFC 313,Ankalaev def. Pereira,Unanimous,BELL,48 - 47
2025,UFC 313,Ankalaev def. Pereira,Unanimous,CLEARY,48 - 47
2025,UFC 313,Ankalaev def. Pereira,Unanimous,D'AMATO,49 - 46
2025,UFC 313,Gaethje def. Fiziev,Unanimous,CARTLIDGE,29 - 28
2025,UFC 313,Gaethje def. Fiziev,Unanimous,LEE,29 - 28
2025,UFC 313,Gaethje def. Fiziev,Unanimous,MCCARTHY,29 - 28
2025,UFC 313,Lemos def. Lucindo,Unanimous,BELL,29 - 28
2025,UFC 313,Lemos def. Lucindo,Unanimous,D'AMATO,29 - 28
2025,UFC 313,Lemos def. Lucindo,Unanimous,MCCARTHY,29 - 28
2025,UFC 313,Van def. Tsuruya,Unanimous,BELL,30 - 27
2025,UFC 313,Van def. Tsuruya,Unanimous,CARTLIDGE,30 - 27
2025,UFC 313,Van def. Tsuruya,Unanimous,CLEARY,30 - 27
2025,UFC 313,Santos def. Marshall,Split,CLEARY,27 - 30
2025,UFC 313,Santos def. Marshall,Split,LEE,29 - 28
2025,UFC 313,Santos def. Marshall,Split,LETHABY,29 - 28
2025,UFC 313,Diaz def. Santos,Unanimous,COLÓN,29 - 28
2025,UFC 313,Diaz def. Santos,Unanimous,LEE,29 - 28
2025,UFC 313,Diaz def. Santos,Unanimous,WEEKS,29 - 28
2025,UFC on ESPN+ 111,Haqparast def. Ribovics,Split,BELL,29 - 28
2025,UFC on ESPN+ 111,Haqparast def. Ribovics,Split,D'AMATO,29 - 28
2025,UFC on ESPN+ 111,Haqparast def. Ribovics,Split,LEE,28 - 29
2025,UFC on ESPN+ 111,Amil def. Gomis,Split,BELL,29 - 28
2025,UFC on ESPN+ 111,Amil def. Gomis,Split,MANESS,28 - 29
2025,UFC on ESPN+ 111,Amil def. Gomis,Split,MCCARTHY,29 - 28
2025,UFC on ESPN+ 111,Mariscal def. Ramos,Unanimous,BELL,30 - 27
2025,UFC on ESPN+ 111,Mariscal def. Ramos,Unanimous,D'AMATO,30 - 27
2025,UFC on ESPN+ 111,Mariscal def. Ramos,Unanimous,LEBEN,30 - 27
2025,UFC on ESPN+ 111,Silva def. Almeida,Split,BELL,29 - 28
2025,UFC on ESPN+ 111,Silva def. Almeida,Split,MANESS,28 - 29
2025,UFC on ESPN+ 111,Silva def. Almeida,Split,MCCARTHY,29 - 28
2025,UFC on ESPN+ 111,Aldrich def. Lee,Unanimous,D'AMATO,30 - 27
2025,UFC on ESPN+ 111,Aldrich def. Lee,Unanimous,KAMIJO,30 - 27
2025,UFC on ESPN+ 111,Aldrich def. Lee,Unanimous,MCCARTHY,29 - 28
2025,UFC on ESPN+ 111,Temirov def. Johnson,Unanimous,D'AMATO,29 - 28
2025,UFC on ESPN+ 111,Temirov def. Johnson,Unanimous,MINER,29 - 28
2025,UFC on ESPN+ 111,Temirov def. Johnson,Unanimous,WEEKS,29 - 28
2025,UFC on ESPN+ 110,Yadong def. Cejudo,Unanimous,BELL,29 - 28
2025,UFC on ESPN+ 110,Yadong def. Cejudo,Unanimous,CLEARY,29 - 28
2025,UFC on ESPN+ 110,Yadong def. Cejudo,Unanimous,D'AMATO,30 - 27
2025,UFC on ESPN+ 110,Hernandez def. Allen,Unanimous,CLEARY,29 - 28
2025,UFC on ESPN+ 110,Hernandez def. Allen,Unanimous,D'AMATO,29 - 28
2025,UFC on ESPN+ 110,Hernandez def. Allen,Unanimous,LEE,29 - 28
2025,UFC on ESPN+ 110,Font def. Matsumoto,Split,BELL,29 - 28
2025,UFC on ESPN+ 110,Font def. Matsumoto,Split,CLEARY,29 - 28
2025,UFC on ESPN+ 110,Font def. Matsumoto,Split,D'AMATO,28 - 29
2025,UFC on ESPN+ 110,Menifield def. Walker,Split,CLEARY,30 - 27
2025,UFC on ESPN+ 110,Menifield def. Walker,Split,D'AMATO,29 - 28
2025,UFC on ESPN+ 110,Menifield def. Walker,Split,DAVIS,28 - 29
2025,UFC on ESPN+ 109,Zalal def. Kattar,Unanimous,BELL,29 - 28
2025,UFC on ESPN+ 109,Zalal def. Kattar,Unanimous,CLEARY,29 - 28
2025,UFC on ESPN+ 109,Zalal def. Kattar,Unanimous,KAMIJO,29 - 28
2025,UFC on ESPN+ 109,Petroski def. Vieira,Unanimous,CLEARY,29 - 28
2025,UFC on ESPN+ 109,Petroski def. Vieira,Unanimous,D'AMATO,29 - 28
2025,UFC on ESPN+ 109,Petroski def. Vieira,Unanimous,MINER,29 - 28
2025,UFC on ESPN+ 109,Hill def. Souza,Split,BELL,29 - 28
2025,UFC on ESPN+ 109,Hill def. Souza,Split,CLEARY,28 - 29
2025,UFC on ESPN+ 109,Hill def. Souza,Split,D'AMATO,29 - 28
2025,UFC on ESPN+ 109,Estevam def. Aguilar,Unanimous,BELL,29 - 28
2025,UFC on ESPN+ 109,Estevam def. Aguilar,Unanimous,COLÓN,29 - 28
2025,UFC on ESPN+ 109,Estevam def. Aguilar,Unanimous,D'AMATO,29 - 28
2025,UFC on ESPN+ 109,Smith def. Morales,Unanimous,BELL,29 - 28
2025,UFC on ESPN+ 109,Smith def. Morales,Unanimous,D'AMATO,29 - 28
2025,UFC on ESPN+ 109,Smith def. Morales,Unanimous,KAMIJO,29 - 28
2025,UFC on ESPN+ 109,Cavalcanti def. Avila,Unanimous,CLEARY,30 - 27
2025,UFC on ESPN+ 109,Cavalcanti def. Avila,Unanimous,COLÓN,30 - 27
2025,UFC on ESPN+ 109,Cavalcanti def. Avila,Unanimous,D'AMATO,30 - 27
2025,UFC 312,Du Plessis def. Strickland,Unanimous,CARTLIDGE,49 - 46
2025,UFC 312,Du Plessis def. Strickland,Unanimous,D'AMATO,50 - 45
2025,UFC 312,Du Plessis def. Strickland,Unanimous,WERNER,50 - 45
2025,UFC 312,Zhang def. Suarez,Unanimous,BELL,49 - 46
2025,UFC 312,Zhang def. Suarez,Unanimous,COLLETT,49 - 45
2025,UFC 312,Zhang def. Suarez,Unanimous,LETHABY,49 - 46
2025,UFC 312,Crute drew with Bellato,Majority,BELL,28 - 28
2025,UFC 312,Crute drew with Bellato,Majority,COLLETT,29 - 27
2025,UFC 312,Crute drew with Bellato,Majority,LETHABY,28 - 28
2025,UFC 312,Matthews def. Prado,Unanimous,D'AMATO,30 - 27
2025,UFC 312,Matthews def. Prado,Unanimous,KEECH,30 - 27
2025,UFC 312,Matthews def. Prado,Unanimous,WERNER,30 - 27
2025,UFC 312,Nolan def. Borshchev,Unanimous,CARTLIDGE,29 - 28
2025,UFC 312,Nolan def. Borshchev,Unanimous,KEECH,29 - 28
2025,UFC 312,Nolan def. Borshchev,Unanimous,LETHABY,30 - 27
2025,UFC 312,Cong def. Brasil,Unanimous,COLLETT,30 - 27
2025,UFC 312,Cong def. Brasil,Unanimous,D'AMATO,30 - 27
2025,UFC 312,Cong def. Brasil,Unanimous,WERNER,30 - 27
2025,UFC 312,Topuria def. Thicknesse,Unanimous,BELL,30 - 27
2025,UFC 312,Topuria def. Thicknesse,Unanimous,CARTLIDGE,30 - 27
2025,UFC 312,Topuria def. Thicknesse,Unanimous,KEECH,30 - 27
2025,UFC 312,Zhu def. Steele,Unanimous,D'AMATO,30 - 27
2025,UFC 312,Zhu def. Steele,Unanimous,FIELD,30 - 27
2025,UFC 312,Zhu def. Steele,Unanimous,WERNER,30 - 27
2025,UFC 312,Micallef def. Jousset,Unanimous,COLLETT,29 - 28
2025,UFC 312,Micallef def. Jousset,Unanimous,KEECH,29 - 28
2025,UFC 312,Micallef def. Jousset,Unanimous,LETHABY,29 - 28
2025,UFC on ESPN+ 108,Page def. Magomedov,Unanimous,BELL,29 - 28
2025,UFC on ESPN+ 108,Page def. Magomedov,Unanimous,MONTALVO,30 - 27
2025,UFC on ESPN+ 108,Page def. Magomedov,Unanimous,WERNER,30 - 27
2025,UFC on ESPN+ 108,Pavlovich def. Rozenstruik,Unanimous,D'AMATO,30 - 27
2025,UFC on ESPN+ 108,Pavlovich def. Rozenstruik,Unanimous,LETHABY,30 - 27
2025,UFC on ESPN+ 108,Pavlovich def. Rozenstruik,Unanimous,WERNER,30 - 27
2025,UFC on ESPN+ 108,Oliveira def. Nurmagomedov,Unanimous,CARTLIDGE,29 - 28
2025,UFC on ESPN+ 108,Oliveira def. Nurmagomedov,Unanimous,MONTALVO,29 - 28
2025,UFC on ESPN+ 108,Oliveira def. Nurmagomedov,Unanimous,WEEKS,29 - 28
2025,UFC on ESPN+ 108,Ziam def. Davis,Unanimous,D'AMATO,30 - 27
2025,UFC on ESPN+ 108,Ziam def. Davis,Unanimous,LETHABY,30 - 27
2025,UFC on ESPN+ 108,Ziam def. Davis,Unanimous,WERNER,30 - 27
2025,UFC on ESPN+ 108,Naimov def. Ofli,Unanimous,BELL,29 - 28
2025,UFC on ESPN+ 108,Naimov def. Ofli,Unanimous,CARTLIDGE,30 - 27
2025,UFC on ESPN+ 108,Naimov def. Ofli,Unanimous,WEEKS,30 - 27
2025,UFC on ESPN+ 108,Jasudavicius def. Bueno Silva,Unanimous,D'AMATO,30 - 27
2025,UFC on ESPN+ 108,Jasudavicius def. Bueno Silva,Unanimous,WEEKS,30 - 27
2025,UFC on ESPN+ 108,Jasudavicius def. Bueno Silva,Unanimous,WERNER,30 - 27
2025,UFC on ESPN+ 108,Abdelwahab def. Pogues,Split,CARTLIDGE,29 - 28
2025,UFC on ESPN+ 108,Abdelwahab def. Pogues,Split,D'AMATO,29 - 28
2025,UFC on ESPN+ 108,Abdelwahab def. Pogues,Split,WEEKS,27 - 30
2025,UFC 311,Dvalishvili def. Nurmagomedov,Unanimous,BELL,48 - 47
2025,UFC 311,Dvalishvili def. Nurmagomedov,Unanimous,CRAIL,49 - 46
2025,UFC 311,Dvalishvili def. Nurmagomedov,Unanimous,LEBEN,48 - 47
2025,UFC 311,Barcelos def. Talbott,Unanimous,CRAIL,30 - 26
2025,UFC 311,Barcelos def. Talbott,Unanimous,LEBEN,30 - 27
2025,UFC 311,Barcelos def. Talbott,Unanimous,ROMERO,30 - 27
2025,UFC 311,Dawson def. Ferreira,Unanimous,DAVIS,30 - 27
2025,UFC 311,Dawson def. Ferreira,Unanimous,MCCARTHY,30 - 27
2025,UFC 311,Dawson def. Ferreira,Unanimous,OH,30 - 27
2025,UFC 311,Perez def. Rosa,Unanimous,CRAIL,30 - 27
2025,UFC 311,Perez def. Rosa,Unanimous,D'AMATO,29 - 28
2025,UFC 311,Perez def. Rosa,Unanimous,ROMERO,29 - 28
2025,UFC 311,Gafurov def. Nakamura,Unanimous,CLEARY,30 - 27
2025,UFC 311,Gafurov def. Nakamura,Unanimous,LEBEN,30 - 27
2025,UFC 311,Gafurov def. Nakamura,Unanimous,OH,30 - 27
2025,UFC 311,Sopaj def. Turcios,Unanimous,MCCARTHY,30 - 27
2025,UFC 311,Sopaj def. Turcios,Unanimous,OH,29 - 28
2025,UFC 311,Sopaj def. Turcios,Unanimous,TYLER,30 - 27
2025,UFC 311,Ulanbekov def. Carpenter,Unanimous,DAVIS,29 - 28
2025,UFC 311,Ulanbekov def. Carpenter,Unanimous,ROMERO,30 - 27
2025,UFC 311,Ulanbekov def. Carpenter,Unanimous,TYLER,30 - 27
2025,UFC on ESPN+ 107,Rodriguez def. Bashi,Unanimous,BELL,29 - 28
2025,UFC on ESPN+ 107,Rodriguez def. Bashi,Unanimous,LETHABY,29 - 28
2025,UFC on ESPN+ 107,Rodriguez def. Bashi,Unanimous,MINER,29 - 28
2025,UFC on ESPN+ 107,Moises def. Ogden,Unanimous,BELL,29 - 28
2025,UFC on ESPN+ 107,Moises def. Ogden,Unanimous,D'AMATO,29 - 28
2025,UFC on ESPN+ 107,Moises def. Ogden,Unanimous,MCCARTHY,29 - 28
2025,UFC on ESPN+ 107,Kareckaite def. Caliari,Split,BELL,28 - 29
2025,UFC on ESPN+ 107,Kareckaite def. Caliari,Split,D'AMATO,29 - 28
2025,UFC on ESPN+ 107,Kareckaite def. Caliari,Split,MCCARTHY,29 - 28
2025,UFC on ESPN+ 107,Lopes def. Gadzhiyasulov,Unanimous,KAMIJO,29 - 28
2025,UFC on ESPN+ 107,Lopes def. Gadzhiyasulov,Unanimous,LETHABY,29 - 28
2025,UFC on ESPN+ 107,Lopes def. Gadzhiyasulov,Unanimous,MINER,29 - 28
2025,UFC on ESPN+ 107,Aliev def. Solecki,Unanimous,BELL,29 - 28
2025,UFC on ESPN+ 107,Aliev def. Solecki,Unanimous,D'AMATO,29 - 28
2025,UFC on ESPN+ 107,Aliev def. Solecki,Unanimous,LETHABY,30 - 27
